"FullName",Nome Parlamentar-Partido-UF
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image23_4.jpeg",Felipe Francischini-UNIÃO-PR
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image23_5.jpeg",Felipe Rigoni-UNIÃO-ES
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image23_6.jpeg",Félix Mendonça Júnior-PDT-BA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image23_7.jpeg",Fernanda Melchionna-PSOL-RS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image23_8.jpeg",Fernando Coelho Filho-UNIÃO-PE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image23_9.jpeg",Fernando Monteiro-PP-PE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image24_1.jpeg",Fernando Rodolfo-PL-PE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image24_10.jpeg",Filipe Barros-PL-PR
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image24_11.jpeg",Flávia Arruda-PL-DF
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image24_12.jpeg",Flávia Morais-PDT-GO
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image24_2.jpeg",Flaviano Melo-MDB-AC
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image24_3.jpeg",Flávio Nogueira-PT-PI
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image24_4.jpeg",Francisco Jr.-PSD-GO
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image24_5.jpeg",Franco Cartafina-PP-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image24_6.jpeg",Fred Costa-PATRIOTA-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image24_7.jpeg",Frei Anastacio Ribeiro-PT-PB
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image24_8.jpeg",Gelson Azevedo-PL-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image24_9.jpeg",Genecias Noronha-PL-CE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image25_1.jpeg",General Girão-PL-RN
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image25_10.jpeg",General Peternelli-UNIÃO-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image25_11.jpeg",Geninho Zuliani-UNIÃO-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image25_12.jpeg",Geovania de Sá-PSDB-SC
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image25_2.jpeg",Gervásio Maia-PSB-PB
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image25_3.jpeg",Giacobo-PL-PR
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image25_4.jpeg",Gil Cutrim-REPUBLICANOS-MA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image25_5.jpeg",Gilberto Abramo-REPUBLICANOS-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image25_6.jpeg",Gilberto Nascimento-PSC-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image25_7.jpeg",Gilson Marques-NOVO-SC
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image25_8.jpeg",Giovani Cherini-PL-RS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image25_9.jpeg",Giovani Feltes-MDB-RS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image26_1.jpeg",Glauber Braga-PSOL-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image26_10.jpeg",Glaustin da Fokus-PSC-GO
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image26_11.jpeg",Gleisi Hoffmann-PT-PR
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image26_12.jpeg",Gonzaga Patriota-PSB-PE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image26_2.jpeg",Greyce Elias-AVANTE-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image26_3.jpeg",Guiga Peixoto-UNIÃO-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image26_4.jpeg",Guilherme Mussi-PP-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image26_5.jpeg",Gurgel-UNIÃO-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image26_6.jpeg",Gustavo Fruet-PDT-PR
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image26_7.jpeg",Gustinho Ribeiro-REPUBLICANOS-SE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image26_8.jpeg",Gutemberg Reis-MDB-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image26_9.jpeg",Haroldo Cathedral-PSD-RR
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image27_1.jpeg",Heitor Freire-UNIÃO-CE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image27_10.jpeg",Heitor Schuch-PSB-RS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image27_11.jpeg",Helder Salomão-PT-ES
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image27_12.jpeg",Hélio Costa-PSD-SC
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image27_2.jpeg",Hélio Leite-UNIÃO-PA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image27_3.jpeg",Helio Lopes-PL-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image27_4.jpeg",Henrique Fontana-PT-RS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image27_5.jpeg",Hercílio Coelho Diniz-MDB-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image27_6.jpeg",Herculano Passos-REPUBLICANOS-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image27_7.jpeg",Hermes Parcianello-MDB-PR
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image27_8.jpeg",Hildo Rocha-MDB-MA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image27_9.jpeg",Hiran Gonçalves-PP-RR
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image28_1.jpeg",Hugo Leal-PSD-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image28_10.jpeg",Hugo Motta-REPUBLICANOS-PB
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image28_11.jpeg",Idilvan Alencar-PDT-CE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image28_12.jpeg",Igor Kannário-UNIÃO-BA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image28_2.jpeg",Igor Timo-PODE-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image28_3.jpeg",Isnaldo Bulhões Jr.-MDB-AL
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image28_4.jpeg",Ivan Valente-PSOL-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image28_5.jpeg",Jandira Feghali-PCdoB-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image28_6.jpeg",Jaqueline Cassol-PP-RO
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image28_7.jpeg",Jefferson Campos-PL-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image28_8.jpeg",Jerônimo Goergen-PP-RS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image28_9.jpeg",Jéssica Sales-MDB-AC
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image29_1.jpeg",Jesus Sérgio-PDT-AC
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image29_10.jpeg",Jhonatan de Jesus-REPUBLICANOS-RR
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image29_11.jpeg",João Campos-REPUBLICANOS-GO
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image29_12.jpeg",João Carlos Bacelar-PL-BA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image29_2.jpeg",João Daniel-PT-SE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image29_3.jpeg",João Maia-PL-RN
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image29_4.jpeg",João Roma-PL-BA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image29_5.jpeg",Joaquim Passarinho-PL-PA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image29_6.jpeg",Joenia Wapichana-REDE-RR
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image29_7.jpeg",Joice Hasselmann-PSDB-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image29_8.jpeg",Jones Moura-PSD-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image29_9.jpeg",Jorge Braz-REPUBLICANOS-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image2_1.jpeg",Jorge Solla-PT-BA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image2_10.jpeg",Jorielson-PL-AP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image2_11.jpeg",José Airton Félix Cirilo-PT-CE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image2_12.jpeg",José Guimarães-PT-CE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image2_2.jpeg",Jose Mario Schreiner-MDB-GO
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image2_3.jpeg",José Medeiros-PL-MT
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image2_4.jpeg",José Nelto-PODE-GO
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image2_5.jpeg",José Nunes-PSD-BA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image2_6.jpeg",José Priante-MDB-PA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image2_7.jpeg",José Ricardo-PT-AM
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image2_8.jpeg",José Rocha-UNIÃO-BA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image2_9.jpeg",Joseildo Ramos-PT-BA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image30_1.jpeg",Josias Gomes-PT-BA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image30_10.jpeg",Josimar Maranhãozinho-PL-MA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image30_11.jpeg",Josivaldo JP-PSD-MA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image30_12.jpeg",Juarez Costa-MDB-MT
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image30_2.jpeg",Julian Lemos-UNIÃO-PB
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image30_3.jpeg",Júlio Cesar-PSD-PI
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image30_4.jpeg",Julio Cesar Ribeiro-REPUBLICANOS-DF
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image30_5.jpeg",Júlio Delgado-PV-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image30_6.jpeg",Juninho do Pneu-UNIÃO-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image30_7.jpeg",Junio Amaral-PL-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image30_8.jpeg",Júnior Ferrari-PSD-PA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image30_9.jpeg",Junior Lourenço-PL-MA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image31_1.jpeg",Júnior Mano-PL-CE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image31_10.jpeg",Juscelino Filho-UNIÃO-MA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image31_11.jpeg",Kim Kataguiri-UNIÃO-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image31_12.jpeg",Laercio Oliveira-PP-SE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image31_2.jpeg",Lafayette de Andrada-REPUBLICANOS-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image31_3.jpeg",Lauriete-PSC-ES
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image31_4.jpeg",Leandre-PSD-PR
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image31_5.jpeg",Leda Sadala-AVANTE-AP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image31_6.jpeg",Leo de Brito-PT-AC
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image31_7.jpeg",Léo Moraes-PODE-RO
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image31_8.jpeg",Léo Motta-REPUBLICANOS-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image31_9.jpeg",Leonardo Gadelha-PSC-PB
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image32_1.jpeg",Leonardo Monteiro-PT-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image32_10.jpeg",Leônidas Cristino-PDT-CE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image32_11.jpeg",Leur Lomanto Júnior-UNIÃO-BA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image32_12.jpeg",Lídice da Mata-PSB-BA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image32_2.jpeg",Lincoln Portela-PL-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image32_3.jpeg",Liziane Bayer-REPUBLICANOS-RS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image32_4.jpeg",Loester Trutis-PL-MS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image32_5.jpeg",Lourival Gomes-UNIÃO-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image32_6.jpeg",Lucas Gonzalez-NOVO-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image32_7.jpeg",Lucas Redecker-PSDB-RS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image32_8.jpeg",Lucas Vergilio-SOLIDARIEDADE-GO
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image32_9.jpeg",Luciano Bivar-UNIÃO-PE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image33_1.jpeg",Luciano Ducci-PSB-PR
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image33_10.jpeg",Lucio Mosquini-MDB-RO
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image33_11.jpeg",Luis Miranda-REPUBLICANOS-DF
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image33_12.jpeg",Luis Tibé-AVANTE-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image33_2.jpeg",Luisa Canziani-PSD-PR
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image33_3.jpeg",Luiz Antônio Corrêa-PP-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image33_4.jpeg",Luiz Carlos-PSDB-AP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image33_5.jpeg",Luiz Carlos Motta-PL-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image33_6.jpeg",Luiz Lima-PL-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image33_7.jpeg",Luiz Nishimori-PSD-PR
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image33_8.jpeg",Luiz Philippe de Orleans e Bragança-PL-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image33_9.jpeg",Luiza Erundina-PSOL-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image34_1.jpeg",Luizão Goulart-SOLIDARIEDADE-PR
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image34_10.jpeg",Luizianne Lins-PT-CE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image34_11.jpeg",Magda Mofatto-PL-GO
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image34_12.jpeg",Major Fabiana-PL-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image34_2.jpeg",Mara Rocha-MDB-AC
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image34_3.jpeg",Marcel van Hattem-NOVO-RS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image34_4.jpeg",Marcelo Álvaro Antônio-PL-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image34_5.jpeg",Marcelo Aro-PP-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image34_6.jpeg",Marcelo Calero-PSD-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image34_7.jpeg",Marcelo Freixo-PSB-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image34_8.jpeg",Marcelo Moraes-PL-RS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image34_9.jpeg",Marcelo Nilo-REPUBLICANOS-BA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image35_1.jpeg",Marcelo Ramos-PSD-AM
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image35_10.jpeg",Marcelo Squassoni-REPUBLICANOS-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image35_11.jpeg",Marcio Alvino-PL-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image35_12.jpeg",Márcio Biolchi-MDB-RS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image35_2.jpeg",Márcio Jerry-PCdoB-MA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image35_3.jpeg",Márcio Labre-PL-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image35_4.jpeg",Márcio Marinho-REPUBLICANOS-BA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image35_5.jpeg",Marco Bertaiolli-PSD-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image35_6.jpeg",Marcon-PT-RS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image35_7.jpeg",Marcos Aurélio Sampaio-PSD-PI
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image35_8.jpeg",Marcos Pereira-REPUBLICANOS-SP
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image35_9.jpeg",Marcos Soares-UNIÃO-RJ
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image36_1.jpeg",Margarete Coelho-PP-PI
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image36_10.jpeg",Maria do Rosário-PT-RS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image36_11.jpeg",Mariana Carvalho-PSDB-RO
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image36_12.jpeg",Marília Arraes-PT-PE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image36_2.jpeg",Marina Santos-REPUBLICANOS-PI
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image36_3.jpeg",Mário Heringer-PDT-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image36_4.jpeg",Mário Negromonte Jr.-PP-BA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image36_5.jpeg",Marlon Santos-PL-RS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image36_6.jpeg",Marreca Filho-PATRIOTA-MA
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image36_7.jpeg",Marx Beltrão-PP-AL
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image36_8.jpeg",Maurício Dziedricki-PODE-RS
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image36_9.jpeg",Mauro Benevides Filho-PDT-CE
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image37_1.jpeg",Mauro Lopes-PP-MG
"C:\Users\carlo\Desktop\Repositorios-VScode\Projeto-Legislativo\scrap-pdf\banco-fotos\image37_10.jpeg",Mauro Nazif-PSB-RO
